symbol,年份,年度收益%
SZ.300502,2020,100.6153846153845
SZ.300502,2021,-0.6134969325151229
SZ.002371,2016,15.132530948409162
SZ.002371,2017,62.34428086070174
SZ.002371,2018,-9.452389257063132
SZ.002371,2019,143.48998459167922
SZ.002371,2020,108.76443600696089
SZ.002371,2021,93.39951500454671
SZ.002475,2016,11.086956521739078
SZ.002475,2017,81.98445390226223
SZ.002475,2018,-24.39537329127227
SZ.002475,2019,275.24339360222547
SZ.002475,2020,104.26241660489252
SZ.002475,2021,-12.357103973870565
SH.603083,2017,130.42505592841187
SH.603083,2018,-33.39805825242716
SH.603083,2019,54.51895043731771
SH.603083,2020,-35.99056603773592
SH.603083,2021,-7.663964627855602
SH.600150,2016,18.91534391534404
SH.600150,2017,-10.901001112346954
SH.600150,2018,-38.914151648662596
SH.600150,2019,39.7388516949982
SH.600150,2020,-17.732745745210533
SH.600150,2021,41.55011655011658
SZ.302132,2016,1.569186875891404
SZ.302132,2017,-34.41011235955056
SZ.302132,2018,-32.97644539614568
SZ.302132,2019,68.69009584664563
SZ.302132,2020,34.28030303030323
SZ.302132,2021,19.605077574048234
SH.600760,2016,124.97795414462085
SH.600760,2017,100.73391504180348
SH.600760,2018,-23.13527180783811
SH.600760,2019,16.282894736842056
SH.600760,2020,168.59971711456873
SH.600760,2021,23.380726698262343
SH.600893,2016,-13.640921889705758
SH.600893,2017,-18.05203045685274
SH.600893,2018,-19.589624467673328
SH.600893,2019,5.85529941866989
SH.600893,2020,186.04353336014503
SH.600893,2021,7.225630538513816
SH.600118,2016,-5.6842755637933955
SH.600118,2017,-19.25974451359305
SH.600118,2018,-31.724137931034402
SH.600118,2019,24.717765894236354
SH.600118,2020,51.977131967603896
SH.600118,2021,-15.4545454545455
SH.600482,2016,-13.286302175191134
SH.600482,2017,-18.67796610169503
SH.600482,2018,-10.546060858691341
SH.600482,2019,-11.608738916058892
SH.600482,2020,-10.727178958225746
SH.600482,2021,10.68746389370312
SZ.002625,2016,-24.18620931046547
SZ.002625,2017,-32.40219788631653
SZ.002625,2018,-44.785631517960475
SZ.002625,2019,-7.86988457502642
SZ.002625,2020,149.2027334851938
SZ.002625,2021,8.0438756855576
SZ.000768,2016,19.275700934579643
SZ.000768,2017,-21.15572967678736
SZ.000768,2018,-22.1739130434783
SZ.000768,2019,25.857940941739944
SZ.000768,2020,129.48636651870626
SZ.000768,2021,-0.24868748272982577
