date,AJ80_strict_full_sample_nav,AJ80_strict_full_sample_daily_return
2023-01-09,1.0,0.009119282839621946
2023-01-10,1.0019777245223247,0.0019777245223246143
2023-01-11,0.9982266326600616,-0.003743687878941064
2023-02-03,0.9981224254682528,-0.00010439231773562291
2023-02-06,0.9951964438855745,-0.0029314856655040756
2023-02-07,1.0028093758719734,0.007649677642210561
2023-02-20,1.0250931856185066,0.022221381533411272
2023-02-21,1.0324182847812597,0.007145788563927916
2023-02-22,1.02902777527376,-0.003284046357449044
2023-02-23,1.023468998543602,-0.005401969571403582
2023-02-24,1.023473235902139,4.140192368239093e-06
2023-02-27,1.0155605356117565,-0.00773122345833291
2023-02-28,1.0221605555943758,0.006498893715521837
2023-03-01,1.0361958263888906,0.013730984548071706
2023-03-02,1.0382240636875169,0.0019573880216198435
2023-03-03,1.040720452830989,0.002404480141411418
2023-03-06,1.0362432194977955,-0.0043020518343945685
2023-03-07,1.0161807096119406,-0.019360811736435703
2023-03-08,1.0194684362812283,0.003235375989909395
2023-03-09,1.0179815206158465,-0.001458520550970324
2023-03-10,1.0047713548216288,-0.012976822787731889
2023-03-13,1.0201936428185807,0.015349052222621989
2023-03-14,1.0194149638104322,-0.0007632658894023189
2023-03-15,1.0152596059412928,-0.0040762182395352965
2023-03-16,0.9996206881257483,-0.015403860967210425
2023-03-17,1.0187959226662102,0.019182510694546167
2023-03-20,1.0199917803624705,0.001173795133701408
2023-03-21,1.0357090993263525,0.015409260414134384
2023-03-22,1.0466614514288624,0.010574737742126162
2023-03-23,1.0610968345067762,0.013791835992628773
2023-03-24,1.0676146113990113,0.0061424901858884
2023-03-27,1.0734051776664353,0.00542383572273864
2023-03-28,1.0614983602472803,-0.011092565665688356
2023-03-29,1.0659286952926843,0.004173661694938389
2023-03-30,1.0768559475196176,0.01025139136903778
2023-03-31,1.0873139888624852,0.00971164375973995
2023-04-03,1.108874103682124,0.019828784546581962
2023-04-04,1.1083507087203315,-0.00047200575796155496
2023-04-06,1.1085773214516426,0.00020445940939833597
2023-04-07,1.1191821641924973,0.009566173270591513
2023-04-10,1.1093407994686066,-0.008793353788827892
2023-04-11,1.1100463089349073,0.0006359718011260645
2023-04-12,1.1147496252229665,0.004237045112624298
2023-04-13,1.1057380797494623,-0.008083918818722993
2023-04-14,1.111732540215515,0.005421230014445092
2023-04-17,1.1223681442195135,0.009566693084234908
2023-04-18,1.1337574711749003,0.010147585722247068
2023-04-19,1.1301894065782796,-0.0031471145172900865
2023-04-20,1.1368832526269956,0.0059227648124769595
2023-04-21,1.1136971739443626,-0.0203944236394168
2023-04-24,1.1007494707127177,-0.011625874191444991
2023-04-25,1.0895881317836766,-0.010139763157745686
2023-04-26,1.088715467337023,-0.0008009122173762761
2023-04-27,1.0859820638952915,-0.0025106683277104427
2023-04-28,1.1091931820435637,0.021373389966512585
2023-05-04,1.101301001771072,-0.007115244125420336
2023-05-05,1.0849278782489014,-0.014867074029570621
2023-05-08,1.099876768466954,0.013778694895535811
2023-05-09,1.0889301660986914,-0.009952571671752073
2023-05-10,1.0821059103357482,-0.006266936095078027
2023-05-11,1.0768103966980147,-0.004893711038035346
2023-05-12,1.0678571497460714,-0.008314599282657329
2023-05-15,1.0899868482586124,0.02072346335631421
2023-05-16,1.0799579980485436,-0.009200891025511847
2023-05-17,1.0874258491044364,0.0069149458306589345
2023-05-18,1.0979092805346649,0.009640594288670184
2023-05-19,1.0940454187901647,-0.0035192905397597478
2023-05-22,1.0913933004463396,-0.002424139161203752
2023-05-23,1.0800504858560163,-0.010392967031852576
2023-05-24,1.0729414068317276,-0.0065821728867183574
2023-05-25,1.0723130808811385,-0.0005856106834804725
2023-05-26,1.0738381607081358,0.001422233724635992
2023-05-29,1.0703764329060086,-0.003223696017511997
2023-05-30,1.0768650552046872,0.006062000338574807
2023-05-31,1.06831196332018,-0.007942584674995758
2023-06-01,1.0759718820266515,0.007170114132828395
2023-06-02,1.0908677195863343,0.01384407697683104
2023-06-05,1.090535332585792,-0.00030469963917186953
2023-06-06,1.0756566480085252,-0.01364346860911661
2023-06-07,1.0705869507824413,-0.004713118480204689
2023-06-08,1.0718657119053252,0.0011944486358155342
2023-06-09,1.0849447946431952,0.012202165432291693
2023-06-12,1.096985200221247,0.01109771265551972
2023-06-13,1.1047447435276756,0.0070735168577147805
2023-06-14,1.1128656651041202,0.007350948374294045
2023-06-15,1.1272801081071482,0.012952545356567698
2023-06-16,1.1457357942147388,0.016371872416501898
2023-06-19,1.1488688707447787,0.002734554114360449
2023-06-20,1.1549558672924432,0.005298251787184687
2023-06-21,1.1292706998522535,-0.022239089966617793
2023-06-26,1.1058672273607528,-0.02072441310534538
2023-06-27,1.1168910885669554,0.00996852147658982
2023-06-28,1.1137042204800673,-0.002853338270410043
2023-06-29,1.113143665650338,-0.0005033246883877115
2023-06-30,1.1257672122427982,0.011340446864138624
2023-07-03,1.1380037744366185,0.010869531516593218
2023-07-04,1.144016417996006,0.005283500542310604
2023-07-05,1.1361792001403188,-0.006850616592911934
2023-07-06,1.1296325431897825,-0.005761993310322717
2023-07-07,1.1238715475544123,-0.005099884621863464
2023-07-10,1.1272070695706655,0.0029678854523109478
2023-07-11,1.1354498924490344,0.007312607506541275
2023-07-12,1.1238775109523103,-0.010191890962060475
2023-07-13,1.145262180014505,0.01902757983303231
2023-07-14,1.1491310787044002,0.003378177291985901
2023-07-17,1.1394890565854536,-0.008390706941646533
2023-07-18,1.1351160673544431,-0.0038376754965198322
