symbol,date,adjusted_close,close,amount,turnover_rate
SH.600406,2018-11-23,7.41,7.41,178645765.0,0.47
SH.600406,2018-11-26,7.52,7.52,129646995.0,0.34
SH.600406,2018-11-27,7.45,7.45,76783833.0,0.2
SH.600406,2018-11-28,7.55,7.55,140545849.0,0.37
SH.600406,2018-11-29,7.64,7.64,161193240.0,0.42
SH.600406,2018-11-30,7.69,7.69,155332803.0,0.41
SH.600406,2018-12-03,7.84,7.84,252478954.0,0.64
SH.600406,2018-12-04,7.89,7.89,95374942.0,0.24
SH.600406,2018-12-05,8.06,8.06,294332800.0,0.74
SH.600406,2018-12-06,7.94,7.94,295482416.0,0.74
SH.600406,2018-12-07,8.09,8.09,201764269.0,0.5
SH.600406,2018-12-10,8.4,8.4,453983152.0,1.1
SH.600406,2018-12-11,8.38,8.38,290152352.0,0.7
SH.600406,2018-12-12,8.29,8.29,271723056.0,0.66
SH.600406,2018-12-13,8.37,8.37,245147427.0,0.59
SH.600406,2018-12-14,8.39,8.39,236327148.0,0.57
SH.600406,2018-12-17,8.33,8.33,211717265.0,0.51
SH.600406,2018-12-18,8.3,8.3,250817399.0,0.61
SH.600406,2018-12-19,8.12,8.12,257991062.0,0.63
SH.600406,2018-12-20,8.11,8.11,204368171.0,0.51
SH.600406,2018-12-21,8.07,8.07,158939388.0,0.4
SH.600406,2018-12-24,8.07,8.07,109287017.0,0.27
SH.600406,2018-12-25,7.98,7.98,180221176.0,0.45
SH.600406,2018-12-26,8.11,8.11,309868272.0,0.76
SH.600406,2018-12-27,7.98,7.98,175455712.0,0.38
SH.600406,2018-12-28,8.24,8.24,199696001.0,0.43
SH.600406,2019-01-02,8.0,8.0,235401582.0,0.51
SH.600406,2019-01-03,8.03,8.03,157776764.0,0.34
SH.600406,2019-01-04,8.29,8.29,298333680.0,0.63
SH.600406,2019-01-07,8.82,8.82,554164960.0,1.13
SH.600406,2019-01-08,8.6,8.6,293448224.0,0.6
SH.600406,2019-01-09,8.55,8.55,274568080.0,0.56
SH.600406,2019-01-10,8.71,8.71,286872592.0,0.58
SH.600406,2019-01-11,8.61,8.61,195971742.0,0.4
SH.600406,2019-01-14,8.46,8.46,163200990.0,0.34
SH.600406,2019-01-15,8.69,8.69,251855634.0,0.51
SH.600406,2019-01-16,8.56,8.56,206080170.0,0.42
SH.600406,2019-01-17,8.48,8.48,160257491.0,0.33
SH.600406,2019-01-18,8.73,8.73,281414016.0,0.57
SH.600406,2019-01-21,8.78,8.78,257487802.0,0.52
SH.600406,2019-01-22,8.58,8.58,166464282.0,0.34
SH.600406,2019-01-23,8.79,8.79,256512532.0,0.51
SH.600406,2019-01-24,8.86,8.86,188267375.0,0.38
SH.600406,2019-01-25,8.8,8.8,176062140.0,0.35
SH.600406,2019-01-28,8.92,8.92,256453444.0,0.51
SH.600406,2019-01-29,8.91,8.91,135485235.0,0.27
SH.600406,2019-01-30,8.66,8.66,203793158.0,0.41
SH.600406,2019-01-31,8.59,8.59,137256659.0,0.28
SH.600406,2019-02-01,8.9,8.9,174557085.0,0.35
SH.600406,2019-02-11,8.91,8.91,275589984.0,0.55
SH.600406,2019-02-12,8.97,8.97,379355136.0,0.76
SH.600406,2019-02-13,8.98,8.98,452871936.0,0.9
SH.600406,2019-02-14,8.97,8.97,406479024.0,0.81
SH.600406,2019-02-15,8.95,8.95,401012544.0,0.79
SH.600406,2019-02-18,9.14,9.14,567741904.0,1.11
SH.600406,2019-02-19,8.96,8.96,447225904.0,0.88
SH.600406,2019-02-20,8.64,8.64,554247152.0,1.12
SH.600406,2019-02-21,8.63,8.63,401523424.0,0.81
SH.600406,2019-02-22,8.83,8.83,320488768.0,0.65
SH.600406,2019-02-25,9.14,9.14,922527744.0,1.83
SH.600406,2019-02-26,8.8,8.8,797904752.0,1.6
SH.600406,2019-02-27,8.17,8.17,1124818416.0,2.34
SH.600406,2019-02-28,8.21,8.21,473146352.0,1.0
SH.600406,2019-03-01,8.25,8.25,317994544.0,0.67
SH.600406,2019-03-04,8.61,8.61,1026720592.0,2.08
SH.600406,2019-03-05,8.58,8.58,544334784.0,1.12
SH.600406,2019-03-06,8.57,8.57,510929088.0,1.05
SH.600406,2019-03-07,8.37,8.37,611195696.0,1.27
SH.600406,2019-03-08,8.47,8.47,676885456.0,1.39
SH.600406,2019-03-11,9.57,9.57,698989616.0,1.31
SH.600406,2019-03-12,10.77,10.77,528145264.0,0.9
SH.600406,2019-03-13,11.05,11.05,4318356224.0,7.18
SH.600406,2019-03-14,9.75,9.75,2335408016.0,4.21
SH.600406,2019-03-15,9.95,9.95,1262512384.0,2.29
SH.600406,2019-03-18,10.11,10.11,1161848432.0,2.11
SH.600406,2019-03-19,10.4,10.4,1134006032.0,1.99
SH.600406,2019-03-20,10.16,10.16,786015440.0,1.4
SH.600406,2019-03-21,10.3,10.3,952238112.0,1.67
SH.600406,2019-03-22,10.09,10.09,605681600.0,1.1
SH.600406,2019-03-25,9.59,9.59,619410736.0,1.15
SH.600406,2019-03-26,9.56,9.56,440780112.0,0.82
SH.600406,2019-03-27,9.7,9.7,336711968.0,0.63
SH.600406,2019-03-28,9.49,9.49,392754352.0,0.74
SH.600406,2019-03-29,9.73,9.73,671364992.0,1.26
SH.600406,2019-04-01,10.06,10.06,744566304.0,1.35
SH.600406,2019-04-02,10.11,10.11,751141424.0,1.34
SH.600406,2019-04-03,9.79,9.79,939925248.0,1.76
SH.600406,2019-04-04,9.9,9.9,799390192.0,1.46
SH.600406,2019-04-08,9.61,9.61,723379072.0,1.34
SH.600406,2019-04-09,9.71,9.71,444649504.0,0.83
SH.600406,2019-04-10,9.61,9.61,420859248.0,0.79
SH.600406,2019-04-11,9.95,9.95,890136304.0,1.61
SH.600406,2019-04-12,10.04,10.04,853756416.0,1.34
SH.600406,2019-04-15,9.76,9.76,566931104.0,0.89
SH.600406,2019-04-16,9.82,9.82,518522480.0,0.84
SH.600406,2019-04-17,10.09,10.09,734256368.0,1.16
SH.600406,2019-04-18,9.97,9.97,382794400.0,0.61
SH.600406,2019-04-19,10.01,10.01,358454656.0,0.57
SH.600406,2019-04-22,9.76,9.76,353335952.0,0.56
SH.600406,2019-04-23,9.81,9.81,463363328.0,0.74
SH.600406,2019-04-24,9.84,9.84,384759696.0,0.62
SH.600406,2019-04-25,9.74,9.74,595411248.0,0.94
SH.600406,2019-04-26,9.01,9.01,734874848.0,1.23
SH.600406,2019-04-29,9.0,9.0,540737728.0,0.93
SH.600406,2019-04-30,9.05,9.05,328920176.0,0.57
SH.600406,2019-05-06,8.36,8.36,533578144.0,0.96
SH.600406,2019-05-07,8.48,8.48,288620352.0,0.52
SH.600406,2019-05-08,8.22,8.22,281861808.0,0.52
SH.600406,2019-05-09,8.15,8.15,204198780.0,0.38
SH.600406,2019-05-10,8.47,8.47,236585922.0,0.43
SH.600406,2019-05-13,8.17,8.17,245320272.0,0.45
SH.600406,2019-05-14,8.16,8.16,164043836.0,0.3
SH.600406,2019-05-15,8.43,8.43,277423632.0,0.51
SH.600406,2019-05-16,8.87,8.87,393245456.0,0.69
SH.600406,2019-05-17,8.59,8.59,301420848.0,0.53
SH.600406,2019-05-20,8.43,8.43,271075744.0,0.49
SH.600406,2019-05-21,8.5,8.5,224733752.0,0.4
SH.600406,2019-05-22,8.58,8.58,219189111.0,0.39
SH.600406,2019-05-23,8.57,8.57,203548736.0,0.37
SH.600406,2019-05-24,8.54,8.54,142623604.0,0.26
SH.600406,2019-05-27,8.58,8.58,214064612.0,0.38
SH.600406,2019-05-28,8.9,8.9,350585936.0,0.62
SH.600406,2019-05-29,8.73,8.73,188243604.0,0.33
SH.600406,2019-05-30,8.24,8.24,441553264.0,0.81
SH.600406,2019-05-31,8.1,8.1,264609101.0,0.49
SH.600406,2019-06-03,7.64,7.64,573893952.0,1.11
SH.600406,2019-06-04,7.51,7.51,321033056.0,0.64
SH.600406,2019-06-05,7.51,7.51,189494754.0,0.37
SH.600406,2019-06-06,7.49,7.49,142368250.0,0.28
SH.600406,2019-06-10,7.62,7.62,210722113.0,0.41
SH.600406,2019-06-11,7.89,7.89,290571072.0,0.56
SH.600406,2019-06-12,7.89,7.89,224247508.0,0.43
SH.600406,2019-06-13,7.8,7.8,140983995.0,0.27
SH.600406,2019-06-14,7.8,7.8,223919622.0,0.43
SH.600406,2019-06-17,7.7,7.7,127337582.0,0.25
SH.600406,2019-06-18,7.69,7.69,108964991.0,0.21
SH.600406,2019-06-19,7.94,7.94,288982784.0,0.54
SH.600406,2019-06-20,8.24,8.24,307817856.0,0.57
SH.600406,2019-06-21,8.38,8.38,332082272.0,0.6
SH.600406,2019-06-24,8.47,8.47,154401314.0,0.28
SH.600406,2019-06-25,8.28,8.28,144240284.0,0.26
SH.600406,2019-06-26,8.37,8.37,173594416.0,0.32
SH.600406,2019-06-27,8.44,8.44,178202097.0,0.32
SH.600406,2019-06-28,8.3,8.3,108063749.0,0.2
SH.600406,2019-07-01,8.43,8.43,182771118.0,0.33
SH.600406,2019-07-02,8.47,8.47,188718690.0,0.34
SH.600406,2019-07-03,8.53,8.53,205653557.0,0.37
SH.600406,2019-07-04,8.59,8.59,159320229.0,0.28
SH.600406,2019-07-05,8.51,8.51,133251783.0,0.24
SH.600406,2019-07-08,8.28,8.28,140008897.0,0.26
SH.600406,2019-07-09,8.16,8.16,148186987.0,0.28
SH.600406,2019-07-10,8.37,8.37,163623727.0,0.3
SH.600406,2019-07-11,8.25,8.25,124583664.0,0.23
SH.600406,2019-07-12,8.23,8.23,93910923.0,0.17
SH.600406,2019-07-15,8.22,8.22,135638263.0,0.25
SH.600406,2019-07-16,8.13,8.13,131175731.0,0.24
SH.600406,2019-07-17,8.12,8.12,134350563.0,0.25
SH.600406,2019-07-18,7.94,7.94,88540802.0,0.17
SH.600406,2019-07-19,7.97,7.97,103378040.0,0.19
SH.600406,2019-07-22,8.06,8.06,189499551.0,0.35
SH.600406,2019-07-23,8.2,8.2,230702567.0,0.43
SH.600406,2019-07-24,8.54,8.54,432082752.0,0.79
SH.600406,2019-07-25,8.59,8.59,177811126.0,0.32
SH.600406,2019-07-26,8.58,8.58,209925317.0,0.38
SH.600406,2019-07-29,8.68,8.68,143149100.0,0.26
SH.600406,2019-07-30,8.63,8.63,132083051.0,0.24
SH.600406,2019-07-31,8.64,8.64,135936543.0,0.25
SH.600406,2019-08-01,8.55,8.55,126786151.0,0.23
SH.600406,2019-08-02,8.29,8.29,144938382.0,0.27
SH.600406,2019-08-05,8.03,8.03,177180044.0,0.33
SH.600406,2019-08-06,7.88,7.88,182314971.0,0.35
SH.600406,2019-08-07,8.06,8.06,124098679.0,0.24
SH.600406,2019-08-08,8.04,8.04,144850101.0,0.28
SH.600406,2019-08-09,7.88,7.88,107548659.0,0.21
SH.600406,2019-08-12,8.03,8.03,94365977.0,0.18
SH.600406,2019-08-13,8.06,8.06,88013930.0,0.17
SH.600406,2019-08-14,8.12,8.12,158544443.0,0.3
SH.600406,2019-08-15,8.1,8.1,158549715.0,0.3
SH.600406,2019-08-16,8.02,8.02,157020681.0,0.3
SH.600406,2019-08-19,8.25,8.25,229862056.0,0.44
SH.600406,2019-08-20,8.22,8.22,108250074.0,0.2
SH.600406,2019-08-21,8.04,8.04,256287830.0,0.49
SH.600406,2019-08-22,7.98,7.98,143961086.0,0.28
SH.600406,2019-08-23,7.8,7.8,246924545.0,0.48
SH.600406,2019-08-26,7.7,7.7,111627307.0,0.22
SH.600406,2019-08-27,7.8,7.8,229937163.0,0.45
SH.600406,2019-08-28,7.8,7.8,107060269.0,0.21
SH.600406,2019-08-29,7.74,7.74,85083957.0,0.17
SH.600406,2019-08-30,7.74,7.74,117060198.0,0.23
SH.600406,2019-09-02,8.14,8.14,286360224.0,0.55
SH.600406,2019-09-03,8.46,8.46,327515104.0,0.61
SH.600406,2019-09-04,8.82,8.82,580750976.0,1.04
SH.600406,2019-09-05,9.01,9.01,585053712.0,1.02
SH.600406,2019-09-06,9.24,9.24,675758640.0,1.15
SH.600406,2019-09-09,9.42,9.42,611672016.0,1.03
SH.600406,2019-09-10,9.45,9.45,355349600.0,0.6
SH.600406,2019-09-11,9.36,9.36,315900816.0,0.53
SH.600406,2019-09-12,9.31,9.31,343427600.0,0.59
SH.600406,2019-09-16,9.29,9.29,263651123.0,0.45
SH.600406,2019-09-17,9.01,9.01,329873232.0,0.57
SH.600406,2019-09-18,9.2,9.2,418712928.0,0.72
SH.600406,2019-09-19,9.16,9.16,279594880.0,0.48
SH.600406,2019-09-20,9.57,9.57,842416048.0,1.41
SH.600406,2019-09-23,9.69,9.69,671435024.0,1.12
SH.600406,2019-09-24,10.17,10.17,694915616.0,1.11
SH.600406,2019-09-25,9.97,9.97,373829664.0,0.6
SH.600406,2019-09-26,9.66,9.66,390048896.0,0.64
SH.600406,2019-09-27,9.66,9.66,309182928.0,0.51
SH.600406,2019-09-30,9.56,9.56,214523392.0,0.36
SH.600406,2019-10-08,9.61,9.61,256127114.0,0.42
SH.600406,2019-10-09,9.93,9.93,318598048.0,0.52
SH.600406,2019-10-10,10.26,10.26,431653792.0,0.68
SH.600406,2019-10-11,10.23,10.23,245755144.0,0.39
SH.600406,2019-10-14,10.75,10.75,602831312.0,0.91
SH.600406,2019-10-15,10.32,10.32,250946798.0,0.39
SH.600406,2019-10-16,10.34,10.34,278788896.0,0.43
SH.600406,2019-10-17,10.37,10.37,202538879.0,0.31
SH.600406,2019-10-18,10.32,10.32,250491746.0,0.39
SH.600406,2019-10-21,10.01,10.01,266194362.0,0.43
SH.600406,2019-10-22,10.2,10.2,260034203.0,0.41
SH.600406,2019-10-23,10.0,10.0,181655594.0,0.29
SH.600406,2019-10-24,9.89,9.89,182413834.0,0.29
SH.600406,2019-10-25,10.0,10.0,184464888.0,0.3
SH.600406,2019-10-28,10.22,10.22,396788224.0,0.63
SH.600406,2019-10-29,10.11,10.11,251498044.0,0.4
SH.600406,2019-10-30,10.25,10.25,293956528.0,0.47
SH.600406,2019-10-31,10.43,10.43,236092695.0,0.37
SH.600406,2019-11-01,10.69,10.69,248974338.0,0.38
SH.600406,2019-11-04,10.67,10.67,352151408.0,0.54
SH.600406,2019-11-05,10.72,10.72,278241728.0,0.42
SH.600406,2019-11-06,10.59,10.59,243198683.0,0.37
SH.600406,2019-11-07,10.78,10.78,192577439.0,0.29
SH.600406,2019-11-08,10.75,10.75,272207840.0,0.41
SH.600406,2019-11-11,10.75,10.75,247602941.0,0.37
SH.600406,2019-11-12,11.05,11.05,295791056.0,0.44
SH.600406,2019-11-13,10.85,10.85,263242637.0,0.4
SH.600406,2019-11-14,11.37,11.37,595128464.0,0.86
SH.600406,2019-11-15,11.44,11.44,439014624.0,0.63
SH.600406,2019-11-18,11.72,11.72,380602992.0,0.54
SH.600406,2019-11-19,11.64,11.64,378008256.0,0.54
SH.600406,2019-11-20,11.59,11.59,303348528.0,0.43
SH.600406,2019-11-21,11.55,11.55,421314080.0,0.6
SH.600406,2019-11-22,11.32,11.32,279828208.0,0.4
SH.600406,2019-11-25,11.34,11.34,351411072.0,0.51
SH.600406,2019-11-26,11.26,11.26,415807392.0,0.61
SH.600406,2019-11-27,11.15,11.15,265184103.0,0.39
SH.600406,2019-11-28,11.15,11.15,149991646.0,0.22
SH.600406,2019-11-29,11.01,11.01,170627373.0,0.25
SH.600406,2019-12-02,11.04,11.04,366481424.0,0.54
SH.600406,2019-12-03,10.72,10.72,489679680.0,0.74
SH.600406,2019-12-04,9.82,9.82,1049932144.0,1.68
SH.600406,2019-12-05,9.67,9.67,993367008.0,1.64
SH.600406,2019-12-06,9.71,9.71,464973072.0,0.77
SH.600406,2019-12-09,9.78,9.78,457840816.0,0.75
SH.600406,2019-12-10,9.65,9.65,255426962.0,0.42
SH.600406,2019-12-11,9.68,9.68,575125840.0,0.94
SH.600406,2019-12-12,9.44,9.44,414523104.0,0.7
SH.600406,2019-12-13,9.66,9.66,706557136.0,1.16
SH.600406,2019-12-16,9.91,9.91,434041568.0,0.71
SH.600406,2019-12-17,10.17,10.17,499295632.0,0.79
SH.600406,2019-12-18,10.11,10.11,470916416.0,0.75
SH.600406,2019-12-19,10.38,10.38,810874480.0,1.24
SH.600406,2019-12-20,9.98,9.98,467166880.0,0.74
SH.600406,2019-12-23,9.99,9.99,217610027.0,0.35
SH.600406,2019-12-24,9.89,9.89,176910663.0,0.29
SH.600406,2019-12-25,10.27,10.27,263767804.0,0.42
SH.600406,2019-12-26,10.23,10.23,177471241.0,0.28
SH.600406,2019-12-27,10.12,10.12,202903939.0,0.32
SH.600406,2019-12-30,10.08,10.08,266678381.0,0.43
SH.600406,2019-12-31,9.98,9.98,327156208.0,0.53
SH.600406,2020-01-02,10.4,10.4,438015600.0,0.68
SH.600406,2020-01-03,10.44,10.44,240623089.0,0.37
SH.600406,2020-01-06,10.43,10.43,318607280.0,0.49
SH.600406,2020-01-07,10.53,10.53,193400299.0,0.3
SH.600406,2020-01-08,10.22,10.22,252893550.0,0.4
SH.600406,2020-01-09,10.35,10.35,215528563.0,0.34
SH.600406,2020-01-10,10.09,10.09,483018704.0,0.77
SH.600406,2020-01-13,10.15,10.15,303257392.0,0.48
SH.600406,2020-01-14,10.07,10.07,288758400.0,0.46
SH.600406,2020-01-15,9.88,9.88,313071520.0,0.51
SH.600406,2020-01-16,9.39,9.39,755094336.0,1.26
SH.600406,2020-01-17,8.37,8.37,2109314960.0,3.85
SH.600406,2020-01-20,8.83,8.83,1073507008.0,1.93
SH.600406,2020-01-21,8.61,8.61,536797584.0,0.96
SH.600406,2020-01-22,8.65,8.65,489873344.0,0.89
SH.600406,2020-01-23,8.24,8.24,467513936.0,0.86
SH.600406,2020-02-03,7.25,7.25,629200224.0,1.31
SH.600406,2020-02-04,7.71,7.71,467988672.0,0.94
SH.600406,2020-02-05,7.7,7.7,620772240.0,1.22
SH.600406,2020-02-06,7.84,7.84,441819200.0,0.86
SH.600406,2020-02-07,7.88,7.88,327549824.0,0.64
SH.600406,2020-02-10,8.52,8.52,736362000.0,1.37
SH.600406,2020-02-11,8.51,8.51,402549744.0,0.74
SH.600406,2020-02-12,8.72,8.72,386202000.0,0.7
SH.600406,2020-02-13,8.65,8.65,374290368.0,0.67
SH.600406,2020-02-14,8.86,8.86,456048352.0,0.8
SH.600406,2020-02-17,8.95,8.95,612422000.0,1.09
SH.600406,2020-02-18,8.92,8.92,496065376.0,0.88
SH.600406,2020-02-19,8.92,8.92,442661392.0,0.78
SH.600406,2020-02-20,9.1,9.1,556605024.0,0.97
SH.600406,2020-02-21,9.42,9.42,720963808.0,1.21
SH.600406,2020-02-24,9.38,9.38,544775664.0,0.92
SH.600406,2020-02-25,8.9,8.9,676904800.0,1.2
SH.600406,2020-02-26,8.74,8.74,437313088.0,0.78
SH.600406,2020-02-27,9.46,9.46,1031463008.0,1.74
SH.600406,2020-02-28,9.2,9.2,914165728.0,1.55
SH.600406,2020-03-02,10.04,10.04,869487696.0,1.41
SH.600406,2020-03-03,9.87,9.87,770937664.0,1.23
SH.600406,2020-03-04,9.81,9.81,379392320.0,0.62
SH.600406,2020-03-05,10.23,10.23,992793504.0,1.54
SH.600406,2020-03-06,10.08,10.08,976590528.0,1.53
SH.600406,2020-03-09,10.22,10.22,1008692672.0,1.59
SH.600406,2020-03-10,10.39,10.39,817780336.0,1.3
SH.600406,2020-03-11,10.11,10.11,693151088.0,1.08
SH.600406,2020-03-12,10.24,10.24,1070782416.0,1.67
SH.600406,2020-03-13,10.65,10.65,1624719584.0,2.55
SH.600406,2020-03-16,9.82,9.82,1199993888.0,1.9
SH.600406,2020-03-17,10.05,10.05,947777808.0,1.55
SH.600406,2020-03-18,9.64,9.64,912333328.0,1.46
SH.600406,2020-03-19,9.31,9.31,1024557936.0,1.76
SH.600406,2020-03-20,9.22,9.22,542030832.0,0.92
SH.600406,2020-03-23,9.3,9.3,610523632.0,1.03
SH.600406,2020-03-24,9.78,9.78,600341392.0,0.99
SH.600406,2020-03-25,9.71,9.71,795884000.0,1.29
SH.600406,2020-03-26,9.3,9.3,536134944.0,0.91
SH.600406,2020-03-27,9.3,9.3,383309392.0,0.65
SH.600406,2020-03-30,9.33,9.33,365652768.0,0.62
SH.600406,2020-03-31,9.16,9.16,260147260.0,0.44
SH.600406,2020-04-01,8.9,8.9,418319920.0,0.73
SH.600406,2020-04-02,9.02,9.02,343150096.0,0.6
SH.600406,2020-04-03,8.9,8.9,250082083.0,0.44
SH.600406,2020-04-07,9.32,9.32,369694016.0,0.63
SH.600406,2020-04-08,9.34,9.34,197732415.0,0.34
SH.600406,2020-04-09,9.6,9.6,403130432.0,0.67
SH.600406,2020-04-10,9.54,9.54,245494591.0,0.41
SH.600406,2020-04-13,9.38,9.38,219942143.0,0.37
SH.600406,2020-04-14,9.75,9.75,499000528.0,0.82
SH.600406,2020-04-15,9.69,9.69,473847552.0,0.77
SH.600406,2020-04-16,10.09,10.09,701862512.0,1.12
SH.600406,2020-04-17,9.91,9.91,532703328.0,0.86
SH.600406,2020-04-20,10.22,10.22,516574272.0,0.82
SH.600406,2020-04-21,9.89,9.89,458527088.0,0.74
SH.600406,2020-04-22,10.01,10.01,445901408.0,0.72
SH.600406,2020-04-23,9.66,9.66,556050496.0,0.91
SH.600406,2020-04-24,9.16,9.16,584662112.0,1.0
SH.600406,2020-04-27,9.04,9.04,378348240.0,0.65
SH.600406,2020-04-28,9.05,9.05,465553264.0,0.82
SH.600406,2020-04-29,9.03,9.03,209406946.0,0.37
SH.600406,2020-04-30,9.36,9.36,416114128.0,0.71
SH.600406,2020-05-06,9.31,9.31,735343264.0,1.26
SH.600406,2020-05-07,9.31,9.31,511531376.0,0.87
SH.600406,2020-05-08,9.3,9.3,514802848.0,0.88
SH.600406,2020-05-11,9.15,9.15,540651776.0,0.93
SH.600406,2020-05-12,9.16,9.16,425069424.0,0.73
SH.600406,2020-05-13,9.33,9.33,563506528.0,0.96
SH.600406,2020-05-14,9.29,9.29,480234464.0,0.82
SH.600406,2020-05-15,9.22,9.22,317850080.0,0.54
SH.600406,2020-05-18,8.98,8.98,485595680.0,0.84
SH.600406,2020-05-19,9.04,9.04,351870304.0,0.62
SH.600406,2020-05-20,8.94,8.94,291236944.0,0.51
SH.600406,2020-05-21,8.76,8.76,329824576.0,0.59
SH.600406,2020-05-22,8.57,8.57,265973942.0,0.48
SH.600406,2020-05-25,8.47,8.47,241166531.0,0.44
SH.600406,2020-05-26,8.58,8.58,207522946.0,0.38
SH.600406,2020-05-27,8.52,8.52,177966863.0,0.32
SH.600406,2020-05-28,8.55,8.55,270587824.0,0.49
SH.600406,2020-05-29,8.44,8.44,249290424.0,0.46
SH.600406,2020-06-01,8.86,8.86,409849408.0,0.73
SH.600406,2020-06-02,8.94,8.94,235163028.0,0.41
SH.600406,2020-06-03,8.93,8.93,253284522.0,0.45
SH.600406,2020-06-04,8.79,8.79,192927524.0,0.34
SH.600406,2020-06-05,8.72,8.72,251081536.0,0.45
SH.600406,2020-06-08,8.84,8.84,352227216.0,0.63
SH.600406,2020-06-09,8.71,8.71,235400852.0,0.42
SH.600406,2020-06-10,8.76,8.76,334354448.0,0.6
SH.600406,2020-06-11,8.81,8.81,418270608.0,0.74
SH.600406,2020-06-12,9.36,9.36,757670880.0,1.31
SH.600406,2020-06-15,9.27,9.27,368190752.0,0.63
SH.600406,2020-06-16,9.31,9.31,623088304.0,1.05
SH.600406,2020-06-17,9.3,9.3,397548432.0,0.68
SH.600406,2020-06-18,9.49,9.49,330556400.0,0.56
SH.600406,2020-06-19,9.43,9.43,352302000.0,0.59
SH.600406,2020-06-22,9.43,9.43,570504208.0,0.96
SH.600406,2020-06-23,9.72,9.72,742606352.0,1.22
SH.600406,2020-06-24,9.72,9.72,332220512.0,0.55
SH.600406,2020-06-29,9.48,9.48,431499008.0,0.72
SH.600406,2020-06-30,9.45,9.45,324776176.0,0.55
SH.600406,2020-07-01,9.45,9.45,331185792.0,0.56
SH.600406,2020-07-02,9.61,9.61,608295888.0,1.01
SH.600406,2020-07-03,9.85,9.85,638245504.0,1.04
SH.600406,2020-07-06,10.17,10.17,734403616.0,1.17
SH.600406,2020-07-07,10.27,10.27,1023728368.0,1.6
SH.600406,2020-07-08,10.59,10.59,856124208.0,1.33
SH.600406,2020-07-09,10.74,10.74,837475328.0,1.3
SH.600406,2020-07-10,10.63,10.63,763446896.0,1.19
SH.600406,2020-07-13,10.64,10.64,814925648.0,1.26
SH.600406,2020-07-14,10.86,10.86,920716112.0,1.41
SH.600406,2020-07-15,10.63,10.63,726618496.0,1.12
SH.600406,2020-07-16,10.18,10.18,611313488.0,0.96
SH.600406,2020-07-17,10.05,10.05,522223376.0,0.85
SH.600406,2020-07-20,11.18,11.18,1348967952.0,2.05
SH.600406,2020-07-21,11.2,11.2,732306448.0,1.09
SH.600406,2020-07-22,11.0,11.0,668573712.0,1.0
SH.600406,2020-07-23,10.76,10.76,502281360.0,0.77
SH.600406,2020-07-24,10.0,10.0,724574416.0,1.15
SH.600406,2020-07-27,9.92,9.92,456299008.0,0.75
SH.600406,2020-07-28,9.93,9.93,418791776.0,0.69
