symbol,年份,年度收益%
SZ.300033,2018,-22.2011982030512
SZ.300033,2019,187.12527577463862
SZ.300033,2020,14.527628406155802
SZ.300033,2021,17.764406107166543
SZ.300442,2016,1.7814840989398562
SZ.300442,2017,-50.135813715796516
SZ.300442,2018,-40.956088902751596
SZ.300442,2019,19.889502762430865
SZ.300442,2020,139.5881910147428
SZ.300442,2021,17.885756104022654
SZ.002602,2016,104.12169052259034
SZ.002602,2017,-27.324149988723644
SZ.002602,2018,-2.4643171282473175
SZ.002602,2019,-11.721714005038674
SZ.002602,2020,-25.52851942044889
SZ.002602,2021,17.99667941839591
SZ.002230,2016,-5.80667593880404
SZ.002230,2017,119.02204562682242
SZ.002230,2018,-37.39670161604175
SZ.002230,2019,40.34261235739842
SZ.002230,2020,18.86963381493483
SZ.002230,2021,28.907919855307608
SH.688111,2019,29.71903442817567
SH.688111,2020,151.03849908480788
SH.688111,2021,-35.40074288112752
SZ.002027,2016,-13.171951275304083
SZ.002027,2017,42.39757300281761
SZ.002027,2018,-54.93517848528698
SZ.002027,2019,21.83573463018993
SZ.002027,2020,59.51909569688494
SZ.002027,2021,-13.518310016970092
SH.601360,2016,-4.933103882883372
SH.601360,2017,294.19120390318164
SH.601360,2018,-55.688492495105436
SH.601360,2019,15.70078911787023
SH.601360,2020,-32.9791826155738
SH.601360,2021,-19.03246339910889
SH.603613,2019,247.26938962826992
SH.603613,2020,145.68272763314428
SH.603613,2021,21.83572186088496
SZ.300773,2019,63.75208681135207
SZ.300773,2020,-21.564378743468847
SZ.300773,2021,-0.2308945904583637
SH.601857,2016,6.447894593112635
SH.601857,2017,3.2089889874959088
SH.601857,2018,-9.21048955293463
SH.601857,2019,-17.036611778888332
SH.601857,2020,-26.08272160633819
SH.601857,2021,23.02879020570594
SH.601088,2016,12.692559816453407
SH.601088,2017,65.23248074545964
SH.601088,2018,-18.68626604720446
SH.601088,2019,6.173115750473657
SH.601088,2020,6.964579606440058
SH.601088,2021,37.51347605172002
SH.601899,2016,3.225015912347562
SH.601899,2017,39.61971431586184
SH.601899,2018,-25.379433315030443
SH.601899,2019,41.34743198592234
SH.601899,2020,106.1927488821267
SH.601899,2021,5.703701793274618
SH.603993,2016,0.709320470988839
SH.603993,2017,86.21536232467344
SH.603993,2018,-44.65469294832998
SH.603993,2019,19.185384299968078
SH.603993,2020,44.91436626256002
SH.603993,2021,-10.238996673241685
SH.601225,2016,-2.020202020201989
SH.601225,2017,70.36476681869416
SH.601225,2018,-3.76785513440564
SH.601225,2019,25.320803140096658
SH.601225,2020,8.257637063986433
SH.601225,2021,40.57274725819067
SH.600111,2016,-11.340041496707155
SH.600111,2017,19.017745463464063
SH.600111,2018,-39.73007628248412
SH.600111,2019,24.05194636786152
