symbol,date,close,amount,turnover_rate,adj_factor,adj_price,ret
SH.600309,2017-01-19,24.48,396454592.0,0.74,27.576,675.06048,-0.006896551724137834
SH.600309,2017-01-20,24.68,268630288.0,0.51,27.576,680.57568,0.008169934640522847
SH.600309,2017-01-23,24.73,250440753.0,0.47,27.576,681.95448,0.0020259319286870525
SH.600309,2017-01-24,24.97,455755568.0,0.84,27.576,688.57272,0.009704811969268201
SH.600309,2017-01-25,24.75,222819390.0,0.42,27.576,682.506,-0.008810572687224738
SH.600309,2017-01-26,24.43,241516302.0,0.46,27.576,673.68168,-0.012929292929292902
SH.600309,2017-02-03,24.8,226131385.0,0.42,27.576,683.8848,0.01514531313958245
SH.600309,2017-02-06,24.59,340450416.0,0.64,27.576,678.09384,-0.008467741935483941
SH.600309,2017-02-07,24.08,438303360.0,0.84,27.576,664.03008,-0.02074013826758847
SH.600309,2017-02-08,23.95,436329984.0,0.85,27.576,660.4452,-0.005398671096345509
SH.600309,2017-02-09,23.98,423504096.0,0.82,27.576,661.27248,0.0012526096033402823
SH.600309,2017-02-10,25.14,743484960.0,1.39,27.576,693.2606400000001,0.04837364470392003
SH.600309,2017-02-13,25.33,545821808.0,0.99,27.576,698.5000799999999,0.007557677008750652
SH.600309,2017-02-14,24.8,422600848.0,0.79,27.576,683.8848,-0.02092380576391617
SH.600309,2017-02-15,24.59,425708208.0,0.79,27.576,678.09384,-0.008467741935483941
SH.600309,2017-02-16,26.31,1076041760.0,1.93,27.576,725.52456,0.0699471329808865
SH.600309,2017-02-17,26.18,514105712.0,0.91,27.576,721.93968,-0.0049410870391486394
SH.600309,2017-02-20,26.48,637263536.0,1.1,27.576,730.21248,0.01145912910618807
SH.600309,2017-02-21,26.68,410243088.0,0.71,27.576,735.72768,0.007552870090634434
SH.600309,2017-02-22,27.36,666535520.0,1.13,27.576,754.47936,0.02548725637181426
SH.600309,2017-02-23,26.96,523613056.0,0.9,27.576,743.44896,-0.014619883040935644
SH.600309,2017-02-24,26.83,438436560.0,0.76,27.576,739.86408,-0.004821958456973419
SH.600309,2017-02-27,25.65,1180183776.0,2.08,27.576,707.3244,-0.04398061871039882
SH.600309,2017-02-28,26.22,647378000.0,1.14,27.576,723.04272,0.022222222222222365
SH.600309,2017-03-01,26.23,413845712.0,0.73,27.576,723.31848,0.0003813882532417434
SH.600309,2017-03-02,26.39,644959888.0,1.12,27.576,727.73064,0.0060998856271443636
SH.600309,2017-03-03,26.41,494173296.0,0.87,27.576,728.28216,0.0007578628268283261
SH.600309,2017-03-06,26.91,655060576.0,1.13,27.576,742.07016,0.018932222642938257
SH.600309,2017-03-07,27.36,683930912.0,1.16,27.576,754.47936,0.01672240802675584
SH.600309,2017-03-08,27.26,404841424.0,0.69,27.576,751.72176,-0.003654970760233911
SH.600309,2017-03-09,26.49,873599040.0,1.51,27.576,730.48824,-0.028246515040352138
SH.600309,2017-03-10,26.64,502802496.0,0.88,27.576,734.62464,0.005662514156285381
SH.600309,2017-03-13,26.75,553718768.0,0.96,27.576,737.658,0.0041291291291292165
SH.600309,2017-03-14,27.05,609778048.0,1.05,27.576,745.9308000000001,0.011214953271028172
SH.600309,2017-03-15,27.19,605974064.0,1.03,27.576,749.7914400000001,0.005175600739371511
SH.600309,2017-03-16,27.18,595553536.0,1.02,27.576,749.51568,-0.000367782272894579
SH.600309,2017-03-17,27.01,573659904.0,0.98,27.576,744.82776,-0.006254598969830716
SH.600309,2017-03-20,26.7,653730528.0,1.14,27.576,736.2792,-0.01147723065531292
SH.600309,2017-03-21,26.92,361311024.0,0.63,27.576,742.3459200000001,0.008239700374532033
SH.600309,2017-03-22,26.47,480484512.0,0.84,27.576,729.93672,-0.01671619613670139
SH.600309,2017-03-23,26.33,576351552.0,1.01,27.576,726.0760799999999,-0.005289006422365072
SH.600309,2017-03-24,27.54,859373856.0,1.47,27.576,759.44304,0.04595518420053191
SH.600309,2017-03-27,27.15,742651168.0,1.25,27.576,748.6884,-0.014161220043573008
SH.600309,2017-03-28,27.18,422645104.0,0.72,27.576,749.51568,0.0011049723756906271
SH.600309,2017-03-29,26.51,629696912.0,1.09,27.576,731.03976,-0.024650478292862377
SH.600309,2017-03-30,26.59,441046688.0,0.77,27.576,733.24584,0.003017729158808047
SH.600309,2017-03-31,27.11,419175024.0,0.72,27.576,747.58536,0.019556224144415157
SH.600309,2017-04-05,27.95,860948784.0,1.43,27.576,770.7492,0.030984876429361874
SH.600309,2017-04-06,28.13,415968336.0,0.69,27.576,775.71288,0.006440071556350624
SH.600309,2017-04-07,28.84,734611760.0,1.18,27.576,795.29184,0.025239957340916996
SH.600309,2017-04-10,28.9,730453200.0,1.16,27.576,796.9463999999999,0.0020804438280166426
SH.600309,2017-04-11,28.99,683320848.0,1.1,27.576,799.42824,0.0031141868512110094
SH.600309,2017-04-12,28.67,564682576.0,0.91,27.576,790.60392,-0.011038289065194773
SH.600309,2017-04-13,29.29,683192320.0,1.08,27.576,807.70104,0.021625392396233067
SH.600309,2017-04-14,29.53,596674176.0,0.94,27.576,814.31928,0.008193922840559864
SH.600309,2017-04-17,28.02,1656758400.0,2.7,27.576,772.67952,-0.05113443955299701
SH.600309,2017-04-18,29.99,1629673360.0,2.58,27.576,827.00424,0.07030692362598145
SH.600309,2017-04-19,30.25,1002731856.0,1.54,27.576,834.174,0.008669556518839716
SH.600309,2017-04-20,31.34,1444409360.0,2.15,27.576,864.23184,0.03603305785123978
SH.600309,2017-04-21,30.67,792301792.0,1.18,27.576,845.7559200000001,-0.021378430121250735
SH.600309,2017-04-24,30.58,800537088.0,1.21,27.576,843.2740799999999,-0.00293446364525618
SH.600309,2017-04-25,30.11,1017017568.0,1.56,27.576,830.31336,-0.015369522563767113
SH.600309,2017-04-26,29.08,1540688704.0,2.41,27.576,801.91008,-0.03420790435071408
SH.600309,2017-04-27,28.16,1783364256.0,2.95,27.576,776.54016,-0.031636863823933936
SH.600309,2017-04-28,27.86,903780144.0,1.51,27.576,768.26736,-0.01065340909090906
SH.600309,2017-05-02,28.28,825618512.0,1.38,27.576,779.84928,0.015075376884422065
SH.600309,2017-05-03,28.27,689951280.0,1.13,27.576,779.57352,-0.00035360678925033806
SH.600309,2017-05-04,27.85,460629984.0,0.76,27.576,767.9916000000001,-0.01485673859214709
SH.600309,2017-05-05,26.7,986744144.0,1.68,27.576,736.2792,-0.04129263913824077
SH.600309,2017-05-08,26.95,572325792.0,0.98,27.576,743.1732,0.009363295880149725
SH.600309,2017-05-09,27.35,423990528.0,0.72,27.576,754.2036,0.014842300556586308
SH.600309,2017-05-10,26.5,984341408.0,1.7,27.576,730.764,-0.031078610603290757
SH.600309,2017-05-11,26.77,628690016.0,1.1,27.576,738.20952,0.010188679245282994
SH.600309,2017-05-12,26.88,605562688.0,1.04,27.576,741.24288,0.004109077325364252
SH.600309,2017-05-15,27.97,937088880.0,1.57,27.576,771.30072,0.04055059523809512
SH.600309,2017-05-16,28.31,725986448.0,1.2,27.576,780.67656,0.012155881301394444
SH.600309,2017-05-17,28.44,936808944.0,1.51,27.576,784.26144,0.004592016955139444
SH.600309,2017-05-18,23.69,490768624.0,0.8,33.689,798.0924100000001,0.017635662413799214
SH.600309,2017-05-19,23.13,507740688.0,0.84,33.689,779.2265699999999,-0.023638666103841466
SH.600309,2017-05-22,23.15,390243056.0,0.65,33.689,779.90035,0.0008646779074794608
SH.600309,2017-05-23,23.91,928722480.0,1.51,33.689,805.50399,0.03282937365010796
SH.600309,2017-05-24,23.9,562724576.0,0.91,33.689,805.1671,-0.0004182350480971264
SH.600309,2017-05-25,24.02,640402944.0,1.03,33.689,809.20978,0.00502092050209213
SH.600309,2017-05-26,23.11,836930176.0,1.38,33.689,778.55279,-0.03788509575353882
SH.600309,2017-05-31,23.13,368266448.0,0.61,33.689,779.2265699999999,0.0008654262224145892
SH.600309,2017-06-01,22.61,626754064.0,1.07,33.689,761.70829,-0.02248162559446587
SH.600309,2017-06-02,22.69,321252464.0,0.55,33.689,764.40341,0.0035382574082263307
SH.600309,2017-06-05,22.77,255723737.0,0.43,33.689,767.09853,0.003525782282943979
SH.600309,2017-06-06,22.76,293001936.0,0.5,33.689,766.76164,-0.0004391743522177416
SH.600309,2017-06-07,24.44,1485596496.0,2.38,33.689,823.3591600000001,0.07381370826010558
SH.600309,2017-06-08,24.57,1050136192.0,1.66,33.689,827.73873,0.005319148936170137
SH.600309,2017-06-09,24.78,1068911184.0,1.66,33.689,834.8134200000001,0.008547008547008517
SH.600309,2017-06-12,25.66,1537830128.0,2.32,33.689,864.45974,0.0355125100887812
SH.600309,2017-06-13,25.82,879689344.0,1.32,33.689,869.84998,0.00623538581449723
SH.600309,2017-06-14,25.18,872733248.0,1.33,33.689,848.2890199999999,-0.02478698683191327
SH.600309,2017-06-15,24.92,818040672.0,1.26,33.689,839.52988,-0.010325655281969714
SH.600309,2017-06-16,25.33,804939344.0,1.24,33.689,853.34237,0.01645264847512018
SH.600309,2017-06-19,25.45,745360400.0,1.13,33.689,857.38505,0.0047374654559810825
SH.600309,2017-06-20,25.41,579141488.0,0.88,33.689,856.03749,-0.001571709233791685
SH.600309,2017-06-21,26.5,1404645792.0,2.07,33.689,892.7585,0.0428964974419519
SH.600309,2017-06-22,26.07,1333790144.0,1.93,33.689,878.27223,-0.01622641509433964
SH.600309,2017-06-23,27.04,1121062720.0,1.63,33.689,910.95056,0.03720751822017632
SH.600309,2017-06-26,27.89,1811414432.0,2.51,33.689,939.58621,0.03143491124260356
SH.600309,2017-06-27,27.79,1169836720.0,1.62,33.689,936.21731,-0.0035855145213338213
SH.600309,2017-06-28,28.98,1604677920.0,2.17,33.689,976.30722,0.04282115869017633
SH.600309,2017-06-29,28.76,1284186000.0,1.73,33.689,968.8956400000001,-0.007591442374051072
SH.600309,2017-06-30,28.64,1246219472.0,1.65,33.689,964.85296,-0.004172461752433909
SH.600309,2017-07-03,28.29,1104986688.0,1.51,33.689,953.0618099999999,-0.012220670391061561
SH.600309,2017-07-04,28.13,1050005456.0,1.44,33.689,947.67157,-0.005655708731000297
SH.600309,2017-07-05,28.59,1236686960.0,1.7,33.689,963.16851,0.016352648418058946
SH.600309,2017-07-06,28.64,1114593792.0,1.51,33.689,964.85296,0.0017488632388948933
SH.600309,2017-07-07,28.66,1120785376.0,1.5,33.689,965.52674,0.0006983240223463749
SH.600309,2017-07-10,28.21,1134110768.0,1.54,33.689,950.3666900000001,-0.015701325889741713
SH.600309,2017-07-11,29.0,1454394272.0,1.94,33.689,976.981,0.02800425381070526
SH.600309,2017-07-12,29.07,1112183264.0,1.48,33.689,979.33923,0.0024137931034482474
SH.600309,2017-07-13,28.57,1335139264.0,1.77,33.689,962.49473,-0.01719986240110083
SH.600309,2017-07-14,29.23,1074625728.0,1.44,33.689,984.72947,0.023101155057752898
SH.600309,2017-07-17,29.19,2021496448.0,2.64,33.689,983.3819100000001,-0.0013684570646594896
SH.600309,2017-07-18,29.24,1454024848.0,1.92,33.689,985.0663599999999,0.0017129153819799292
SH.600309,2017-07-19,30.92,2343088736.0,2.98,33.689,1041.66388,0.05745554035567735
SH.600309,2017-07-20,31.8,2612420640.0,3.18,33.689,1071.3102000000001,0.028460543337645694
SH.600309,2017-07-21,31.81,1470171920.0,1.78,33.689,1071.64709,0.0003144654088047538
SH.600309,2017-07-24,31.56,1692333584.0,2.07,33.689,1063.2248399999999,-0.007859163784973311
SH.600309,2017-07-25,31.71,1200274928.0,1.47,33.689,1068.27819,0.004752851711026684
SH.600309,2017-07-26,32.26,2135064944.0,2.53,33.689,1086.80714,0.017344686218858207
SH.600309,2017-07-27,31.04,1892511616.0,2.33,33.689,1045.70656,-0.03781773093614371
SH.600309,2017-07-28,31.62,1423413408.0,1.73,33.689,1065.24618,0.018685567010309212
SH.600309,2017-07-31,34.64,2388693472.0,2.77,33.689,1166.98696,0.09550917141049964
SH.600309,2017-08-01,34.47,3443323728.0,3.77,33.689,1161.25983,-0.004907621247113192
SH.600309,2017-08-02,34.7,1954963760.0,2.18,33.689,1169.0083000000002,0.006672468813461174
SH.600309,2017-08-03,34.14,1858213392.0,2.07,33.689,1150.14246,-0.016138328530259538
SH.600309,2017-08-04,34.28,1904362320.0,2.14,33.689,1154.8589200000001,0.00410076157000594
SH.600309,2017-08-07,34.29,1598068432.0,1.82,33.689,1155.19581,0.0002917152858807892
SH.600309,2017-08-08,34.12,1183142720.0,1.33,33.689,1149.46868,-0.004957713619130888
SH.600309,2017-08-09,33.99,1100243856.0,1.25,33.689,1145.0891100000001,-0.0038100820633057975
SH.600309,2017-08-10,33.45,995368560.0,1.14,33.689,1126.89705,-0.015887025595763493
SH.600309,2017-08-11,31.44,2242085344.0,2.68,33.689,1059.18216,-0.06008968609865473
SH.600309,2017-08-14,33.32,1656341152.0,1.95,33.689,1122.51748,0.059796437659032975
SH.600309,2017-08-15,34.44,2016624832.0,2.26,33.689,1160.2491599999998,0.03361344537815114
SH.600309,2017-08-16,33.85,1189768160.0,1.35,33.689,1140.37265,-0.017131242740998642
SH.600309,2017-08-17,34.52,1480217648.0,1.66,33.689,1162.9442800000002,0.019793205317577778
SH.600309,2017-08-18,34.5,1431235152.0,1.61,33.689,1162.2705,-0.0005793742757822518
SH.600309,2017-08-21,34.53,1046236640.0,1.16,33.689,1163.28117,0.0008695652173911217
SH.600309,2017-08-22,36.35,2417758128.0,2.6,33.689,1224.59515,0.0527077903272517
SH.600309,2017-08-23,35.76,1452146640.0,1.56,33.689,1204.7186399999998,-0.01623108665749684
SH.600309,2017-08-24,35.85,1325792064.0,1.43,33.689,1207.75065,0.002516778523490082
SH.600309,2017-08-25,35.9,1081377312.0,1.16,33.689,1209.4351,0.001394700139470073
SH.600309,2017-08-28,35.69,1354824208.0,1.46,33.689,1202.36041,-0.005849582172701928
SH.600309,2017-08-29,35.44,1478817104.0,1.58,33.689,1193.93816,-0.007004763239002565
SH.600309,2017-08-30,35.9,1568321296.0,1.69,33.689,1209.4351,0.012979683972911937
SH.600309,2017-08-31,36.03,1039450704.0,1.11,33.689,1213.81467,0.0036211699164345745
SH.600309,2017-09-01,37.23,2024427312.0,2.11,33.689,1254.24147,0.033305578684429626
SH.600309,2017-09-04,37.15,1512746096.0,1.56,33.689,1251.5463499999998,-0.002148804727370446
SH.600309,2017-09-05,37.19,928527888.0,0.96,33.689,1252.89391,0.0010767160161508915
SH.600309,2017-09-06,38.51,1878370416.0,1.9,33.689,1297.36339,0.03549341220758273
SH.600309,2017-09-07,39.52,2759212848.0,2.68,33.689,1331.38928,0.02622695403791231
SH.600309,2017-09-08,40.13,1636880080.0,1.58,33.689,1351.93957,0.015435222672064652
SH.600309,2017-09-11,39.43,2445515312.0,2.39,33.689,1328.35727,-0.017443309244953964
SH.600309,2017-09-12,42.3,3316177936.0,3.08,33.689,1425.0447,0.07278721785442555
SH.600309,2017-09-13,42.63,2526519280.0,2.3,33.689,1436.16207,0.007801418439716379
SH.600309,2017-09-14,42.18,1904863936.0,1.74,33.689,1421.00202,-0.010555946516537795
SH.600309,2017-09-15,41.57,2173923168.0,1.99,33.689,1400.45173,-0.014461830251303875
SH.600309,2017-09-18,40.97,1885025888.0,1.78,33.689,1380.23833,-0.014433485686793479
SH.600309,2017-09-19,39.89,2236109184.0,2.15,33.689,1343.85421,-0.02636075176958741
SH.600309,2017-09-20,40.3,1579295632.0,1.51,33.689,1357.6667,0.010278265229380912
SH.600309,2017-09-21,39.54,1281285632.0,1.24,33.689,1332.06306,-0.018858560794044688
SH.600309,2017-09-22,38.71,1485590368.0,1.47,33.689,1304.10119,-0.02099140111279707
SH.600309,2017-09-25,39.97,1647536016.0,1.6,33.689,1346.54933,0.032549728752260476
SH.600309,2017-09-26,40.42,1406671040.0,1.35,33.689,1361.70938,0.011258443832874665
SH.600309,2017-09-27,40.94,1256795568.0,1.19,33.689,1379.22766,0.0128649183572489
SH.600309,2017-09-28,41.71,2018973424.0,1.85,33.689,1405.16819,0.018808011724474882
SH.600309,2017-09-29,42.15,1278297536.0,1.17,33.689,1419.99135,0.010549029009829791
SH.600309,2017-10-09,42.96,1730463152.0,1.55,33.689,1447.27944,0.019217081850533724
SH.600309,2017-10-10,43.48,1738000608.0,1.55,33.689,1464.7977199999998,0.012104283054003462
SH.600309,2017-10-11,41.41,2973713376.0,2.72,33.689,1395.0614899999998,-0.04760809567617297
SH.600309,2017-10-12,42.69,1976345600.0,1.82,33.689,1438.1834099999999,0.030910408113982157
SH.600309,2017-10-13,41.44,2072821520.0,1.92,33.689,1396.07216,-0.029280862028578047
SH.600309,2017-10-16,38.79,4253833488.0,4.17,33.689,1306.79631,-0.06394787644787647
SH.600309,2017-10-17,38.9,1513546304.0,1.5,33.689,1310.5021,0.00283578241814908
SH.600309,2017-10-18,37.71,2485181520.0,2.52,33.689,1270.41219,-0.030591259640102786
SH.600309,2017-10-19,37.99,1333193776.0,1.35,33.689,1279.84511,0.007425086184036145
SH.600309,2017-10-20,39.13,1817106864.0,1.83,33.689,1318.2505700000002,0.03000789681495153
SH.600309,2017-10-23,38.94,1067847184.0,1.06,33.689,1311.8496599999999,-0.004855609506772551
SH.600309,2017-10-24,38.49,1062403472.0,1.06,33.689,1296.6896100000001,-0.01155624036979952
SH.600309,2017-10-25,39.0,1080577936.0,1.07,33.689,1313.871,0.013250194855806585
SH.600309,2017-10-26,40.04,2299067488.0,2.23,33.689,1348.9075599999999,0.026666666666666394
SH.600309,2017-10-27,39.2,1668055888.0,1.63,33.689,1320.6088000000002,-0.020979020979020713
SH.600309,2017-10-30,37.58,2241498208.0,2.28,33.689,1266.03262,-0.041326530612245116
SH.600309,2017-10-31,37.08,2134786768.0,2.23,33.689,1249.18812,-0.013304949441192093
SH.600309,2017-11-01,37.35,1123704832.0,1.16,33.689,1258.28415,0.007281553398058138
SH.600309,2017-11-02,35.97,1631732480.0,1.73,33.689,1211.79333,-0.03694779116465863
SH.600309,2017-11-03,35.65,1333255776.0,1.44,33.689,1201.0128499999998,-0.00889630247428419
SH.600309,2017-11-06,37.14,1764295456.0,1.86,33.689,1251.20946,0.04179523141654995
SH.600309,2017-11-07,37.68,1934534288.0,1.97,33.689,1269.40152,0.01453957996768973
SH.600309,2017-11-08,37.46,1125212272.0,1.15,33.689,1261.98994,-0.0058386411889596035
SH.600309,2017-11-09,37.23,1114330160.0,1.15,33.689,1254.24147,-0.006139882541377428
SH.600309,2017-11-10,36.74,1656825440.0,1.75,33.689,1237.73386,-0.013161428955143606
SH.600309,2017-11-13,39.8,3635727952.0,3.63,33.689,1340.8221999999998,0.0832879695155142
SH.600309,2017-11-14,40.21,3299999680.0,3.16,33.689,1354.63469,0.010301507537688659
SH.600309,2017-11-15,39.67,2237887552.0,2.15,33.689,1336.44263,-0.013429495150460102
SH.600309,2017-11-16,40.94,2582412736.0,2.45,33.689,1379.22766,0.032014116460801656
SH.600309,2017-11-17,39.32,2312763360.0,2.22,33.689,1324.65148,-0.03957010258915483
SH.600309,2017-11-20,39.08,1814004288.0,1.82,33.689,1316.56612,-0.006103763987792554
SH.600309,2017-11-21,40.17,2003893232.0,1.93,33.689,1353.2871300000002,0.0278915046059367
SH.600309,2017-11-22,39.22,1767462176.0,1.72,33.689,1321.28258,-0.02364948966890723
SH.600309,2017-11-23,38.81,1937373872.0,1.89,33.689,1307.47009,-0.010453850076491578
SH.600309,2017-11-24,37.68,1710384608.0,1.74,33.689,1269.40152,-0.02911620716310237
SH.600309,2017-11-27,37.05,1346682016.0,1.39,33.689,1248.17745,-0.01671974522292996
SH.600309,2017-11-28,37.63,1009945008.0,1.04,33.689,1267.7170700000001,0.01565452091767905
SH.600309,2017-11-29,38.82,2030377744.0,2.04,33.689,1307.80698,0.031623704491097415
SH.600309,2017-11-30,38.5,1281422576.0,1.27,33.689,1297.0265,-0.008243173621844457
SH.600309,2017-12-01,37.62,1139611072.0,1.15,33.689,1267.3801799999999,-0.02285714285714291
SH.600309,2017-12-04,37.94,1020515232.0,1.04,33.689,1278.16066,0.008506113769271684
SH.600309,2018-06-04,40.08,291819520.0,0.27,35.076,1405.84608,0.09989778593248211
SH.600309,2018-06-05,44.09,7489260032.0,6.26,35.076,1546.5008400000002,0.10004990019960092
SH.600309,2018-06-06,45.52,5931293440.0,4.76,35.076,1596.6595200000002,0.03243365842594703
SH.600309,2018-06-07,47.97,4388643328.0,3.39,35.076,1682.59572,0.0538224956063269
SH.600309,2018-06-08,47.44,3275706704.0,2.52,35.076,1664.00544,-0.011048572024181857
SH.600309,2018-06-11,49.3,3975434512.0,2.98,35.076,1729.2468,0.039207419898819484
SH.600309,2018-06-12,49.54,2895479008.0,2.16,35.076,1737.66504,0.004868154158215177
SH.600309,2018-06-13,49.29,3041735488.0,2.24,35.076,1728.89604,-0.005046427129592246
SH.600309,2018-06-14,47.75,3325724352.0,2.53,35.076,1674.8790000000001,-0.031243659971596616
SH.600309,2018-06-15,47.96,2147407056.0,1.64,35.076,1682.24496,0.004397905759162324
SH.600309,2018-06-19,47.37,5701891328.0,4.45,35.076,1661.5501199999999,-0.01230191826522109
SH.600309,2018-06-20,46.76,1857461936.0,1.45,35.076,1640.15376,-0.012877348532826627
SH.600309,2018-06-21,48.06,3090503360.0,2.34,35.076,1685.7525600000001,0.027801539777587703
SH.600309,2018-06-22,48.64,1642261856.0,1.25,35.076,1706.09664,0.012068248023304085
SH.600309,2018-06-25,45.93,2622318976.0,2.01,35.076,1611.04068,-0.05571546052631571
SH.600309,2018-06-26,46.34,2182650960.0,1.73,35.076,1625.4218400000002,0.008926627476594895
SH.600309,2018-06-27,44.86,2488608000.0,2.0,35.076,1573.50936,-0.03193785066896859
SH.600309,2018-06-28,43.14,2310879632.0,1.93,35.076,1513.17864,-0.038341506910387846
SH.600309,2018-06-29,45.42,1641150816.0,1.34,35.076,1593.15192,0.052851182197496405
SH.600309,2018-07-02,44.54,1653847200.0,1.34,35.076,1562.28504,-0.019374724790841014
SH.600309,2018-07-03,44.72,1494693136.0,1.23,35.076,1568.59872,0.00404131118096096
SH.600309,2018-07-04,44.4,968489680.0,0.8,35.076,1557.3744,-0.007155635062611854
SH.600309,2018-07-05,45.03,2037912096.0,1.68,35.076,1579.47228,0.01418918918918921
SH.600309,2018-07-06,43.99,1644928256.0,1.36,35.076,1542.99324,-0.023095713968465437
SH.600309,2018-07-09,45.79,1846285520.0,1.5,35.076,1606.13004,0.04091839054330526
SH.600309,2018-07-10,45.94,1084531264.0,0.87,35.076,1611.3914399999999,0.0032758244158113126
SH.600309,2018-07-11,45.0,1185997488.0,0.97,35.076,1578.42,-0.020461471484544913
SH.600309,2018-07-12,46.13,1319291104.0,1.05,35.076,1618.0558800000001,0.025111111111111084
SH.600309,2018-07-13,50.48,3623714048.0,2.72,35.076,1770.63648,0.09429872100585279
SH.600309,2018-07-16,51.11,2482252880.0,1.8,35.076,1792.73436,0.012480190174326555
SH.600309,2018-07-17,52.08,2812056736.0,1.99,35.076,1826.75808,0.018978673449422834
SH.600309,2018-07-18,53.2,3291860832.0,2.25,35.076,1866.0432,0.021505376344086002
SH.600309,2018-07-19,51.37,2942910544.0,2.07,35.076,1801.85412,-0.03439849624060154
SH.600309,2018-07-20,50.9,2213388352.0,1.59,35.076,1785.3684,-0.00914930893517607
SH.600309,2018-07-23,53.3,2608879248.0,1.82,35.076,1869.5508,0.047151277013752324
SH.600309,2018-07-24,52.9,2699888896.0,1.85,35.076,1855.5203999999999,-0.0075046904315198
SH.600309,2018-07-25,52.43,2334123536.0,1.61,35.076,1839.03468,-0.00888468809073717
SH.600309,2018-07-26,52.96,1864256336.0,1.3,35.076,1857.62496,0.010108716383749883
SH.600309,2018-07-27,50.75,1834717136.0,1.31,35.076,1780.107,-0.04172960725075536
SH.600309,2018-07-30,51.61,1570626288.0,1.11,35.076,1810.27236,0.016945812807881655
SH.600309,2018-07-31,50.96,1333490048.0,0.95,35.076,1787.47296,-0.012594458438287104
SH.600309,2018-08-01,52.15,2516601120.0,1.75,35.076,1829.2133999999999,0.02335164835164827
SH.600309,2018-08-02,51.01,2392796288.0,1.72,35.076,1789.22676,-0.021860019175455325
SH.600309,2018-08-03,48.51,1991923888.0,1.47,35.076,1701.53676,-0.049009998039600156
SH.600309,2018-08-06,47.05,1809724384.0,1.4,35.076,1650.3257999999998,-0.030096887239744463
SH.600309,2018-08-07,48.6,1634480384.0,1.24,35.076,1704.6936,0.032943676939426236
SH.600309,2018-08-08,48.57,1858290688.0,1.39,35.076,1703.64132,-0.0006172839506173311
SH.600309,2018-08-09,49.89,1556821760.0,1.15,35.076,1749.94164,0.027177269919703484
SH.600309,2018-08-17,47.52,2320949328.0,1.73,35.0755,1666.78776,-0.04751808751747866
SH.600309,2018-08-20,47.5,1337830224.0,1.03,35.0755,1666.0862499999998,-0.00042087542087543284
SH.600309,2018-08-21,48.18,985106672.0,0.75,35.0755,1689.93759,0.014315789473684282
SH.600309,2018-08-22,48.53,877136896.0,0.66,35.0755,1702.214015,0.007264425072644354
SH.600309,2018-08-23,47.98,1262822112.0,0.97,35.0755,1682.9224899999997,-0.011333195961261255
SH.600309,2018-08-24,47.58,587655648.0,0.45,35.0755,1668.8922899999998,-0.008336807002917834
SH.600309,2018-08-27,49.6,1380938016.0,1.04,35.0755,1739.7448,0.04245481294661624
SH.600309,2018-08-28,50.28,1505562304.0,1.1,35.076,1763.62128,0.0137241278146083
SH.600309,2018-08-29,49.73,1045254288.0,0.77,35.076,1744.3294799999999,-0.01093874303898179
SH.600309,2018-08-30,50.31,1388663408.0,1.0,35.076,1764.6735600000002,0.011662980092499664
SH.600309,2018-08-31,49.3,953558624.0,0.71,35.076,1729.2468,-0.020075531703438787
SH.600309,2018-09-03,48.09,1353984624.0,1.03,35.076,1686.8048400000002,-0.024543610547667183
SH.600309,2018-09-04,47.47,1260115312.0,0.98,35.076,1665.05772,-0.012892493241838388
SH.600309,2018-09-05,46.39,941881712.0,0.73,35.076,1627.17564,-0.022751211291341944
SH.600309,2018-09-06,44.95,1346154384.0,1.08,35.076,1576.6662000000001,-0.031041172666522843
SH.600309,2018-09-07,45.46,1089397136.0,0.88,35.076,1594.5549600000002,0.011345939933259164
SH.600309,2018-09-10,43.66,1003614064.0,0.83,35.076,1531.41816,-0.039595248570171715
SH.600309,2018-09-11,41.28,2316607136.0,2.03,35.076,1447.93728,-0.05451213925790188
SH.600309,2018-09-12,41.45,1068471184.0,0.94,35.076,1453.9002,0.004118217054263518
SH.600309,2018-09-13,42.0,923917696.0,0.81,35.076,1473.192,0.013268998793727338
SH.600309,2018-09-14,42.19,751311584.0,0.65,35.076,1479.85644,0.0045238095238095966
SH.600309,2018-09-17,39.88,1348909328.0,1.23,35.076,1398.8308800000002,-0.05475231097416433
SH.600309,2018-09-18,41.61,1414209808.0,1.27,35.076,1459.51236,0.0433801404212637
SH.600309,2018-09-19,41.86,1170516464.0,1.02,35.076,1468.28136,0.006008171112713345
SH.600309,2018-09-20,42.4,1180488672.0,1.01,35.076,1487.2223999999999,0.01290014333492584
SH.600309,2018-09-21,43.66,1148646144.0,0.98,35.076,1531.41816,0.029716981132075437
SH.600309,2018-09-25,43.09,652893408.0,0.55,35.076,1511.4248400000001,-0.01305542830966544
SH.600309,2018-09-26,44.74,1389348208.0,1.15,35.076,1569.30024,0.038291947087491174
SH.600309,2018-09-28,42.47,1898946832.0,1.63,35.076,1489.67772,-0.050737594993294666
SH.600309,2018-10-08,40.48,1041917120.0,0.94,35.076,1419.87648,-0.04685660466211439
SH.600309,2018-10-09,39.17,1157836272.0,1.07,35.076,1373.92692,-0.03236166007905128
SH.600309,2018-10-10,39.23,732966144.0,0.68,35.076,1376.0314799999999,0.0015317845289761767
SH.600309,2018-10-11,36.9,1435511680.0,1.4,35.076,1294.3044,-0.05939332143767517
